id,target,prediction
928-CdSe-M_A-Re-POSCAR4.cif,4.446556,4.304944
138-CdS-M_i_A-Ta-POSCAR3.cif,6.909557,6.874077
762-GeC-M_i_A-Mo-POSCAR4.cif,9.606035,9.897099
20-ZnO-M_i_B-Ag-POSCAR1.cif,5.906674,5.578919
1410-CdS-M_i_neut-Cl-POSCAR60.cif,3.988206,3.909985
1073-CdSe-M_i_B-F-POSCAR0.cif,4.041453,3.896162
826-SiGe-M_i_neut-Pd-POSCAR9.cif,1.887927,1.830692
462-CdTe-M_i_neut-Sn-POSCAR18.cif,3.188824,3.077175
674-C-M_i_A-Fe-POSCAR10.cif,13.114099,13.114095
1013-CdSe-M_i_A-Sb-POSCAR3.cif,4.25993,4.177346
407-CdTe-M_i_B-S-POSCAR1.cif,5.107756,5.184208
456-CdTe-M_i_neut-Ga-POSCAR15.cif,2.385948,2.361435
539-BSb-M_B-Hg-POSCAR3.cif,3.581468,3.462304
819-SiGe-M_i_B-As-POSCAR0.cif,5.740303,5.417642
324-CdTe-M_i_A-Mg-POSCAR0.cif,2.844355,2.742876
1299-CdS-M_i_A-Cl-POSCAR1.cif,4.089736,4.223273
979-CdSe-M_B-Ru-POSCAR0.cif,5.833183,5.416271
190-CdSe-M_i_neut-Cd-POSCAR6.cif,2.108219,1.969782
758-GeC-M_B-Li-POSCAR39.cif,9.950205,10.047172
1314-CdS-M_i_A-Nb-POSCAR3.cif,4.723162,4.528405
1145-CdSe-M_i_neut-Tc-POSCAR5.cif,4.816041,4.714021
1153-CdSe-M_i_neut-Re-POSCAR3.cif,6.790028,6.774552
23-ZnSe-V_Se-POSCAR1-Neutral.cif,2.143144,1.978572
492-CdTe-M_i_neut-Ru-POSCAR3.cif,3.849886,3.726963
826-SiGe-M_i_neut-Pd-POSCAR10.cif,1.902887,1.895636
1061-CdSe-M_i_B-Si-POSCAR4.cif,3.589146,3.3093
799-SnC-M_i_neut-S-POSCAR18.cif,8.568649,8.542237
343-CdTe-M_i_A-O-POSCAR6.cif,4.605523,4.544996
39-Cd_Te0.500_Se0.500-V_Se-POSCAR11-Neutral.cif,1.61,1.568816
1066-CdSe-M_i_B-P-POSCAR4.cif,4.526963,4.404412
1106-CdSe-M_i_neut-Rb-POSCAR49.cif,3.062825,2.979679
33-Cd_Te0.375_Se0.625-Cd_Te-POSCAR0-Neutral.cif,7.67,8.879061
157-CdS-M_i_neut-Cd-POSCAR2.cif,3.299171,2.974973
1420-CdS-M_i_neut-Ni-POSCAR8.cif,2.413244,2.437687
758-GeC-M_B-Li-POSCAR38.cif,9.950133,9.97475
556-AlN-M_i_neut-Li-POSCAR14.cif,2.718863,2.452909
1399-CdS-M_i_neut-Ge-POSCAR43.cif,3.626124,3.547477
262-SiC-Si_i_neut-POSCAR15-Neutral.cif,10.419747,10.326571
108-BAs-As_i_A-POSCAR1-Neutral.cif,10.557947,10.483017
875-GeSn-M_i_neut-K-POSCAR12.cif,3.13442,3.06462
352-CdTe-M_i_A-Ti-POSCAR6.cif,0.461189,0.458556
873-GeSn-M_i_neut-Sc-POSCAR3.cif,1.618273,1.595662
116-CdO-M_i_B-Mg-POSCAR3.cif,1.593936,1.744725
157-CdS-M_i_neut-Cd-POSCAR10.cif,3.288098,2.913153
458-CdTe-M_i_neut-Tl-POSCAR39.cif,2.594914,2.542603
391-CdTe-M_i_B-B-POSCAR6.cif,4.887224,4.903372
925-CdSe-M_A-Hf-POSCAR3.cif,0.395784,-0.118767
1211-CdS-M_A-Os-POSCAR1.cif,5.073387,4.785405
283-SiGe-V_Si-POSCAR3-Neutral.cif,3.353827,2.664046
953-CdSe-M_B-As-POSCAR1.cif,2.410387,1.905418
343-CdTe-M_i_A-O-POSCAR8.cif,4.97533,4.705065
825-SiGe-M_i_neut-Ni-POSCAR2.cif,0.010344,-0.109362
1363-CdS-M_i_B-Fe-POSCAR5.cif,3.113592,3.146195
268-GeC-C_i_B-POSCAR53-Neutral.cif,9.792627,9.766387
1194-CdS-M_A-Ni-POSCAR5.cif,2.389823,2.389302
1207-CdS-M_A-Hf-POSCAR5.cif,-0.015133,-0.407715
1145-CdSe-M_i_neut-Tc-POSCAR7.cif,4.758438,4.683926
82-ZnTe-M_B-Se-POSCAR1.cif,-0.144428,-0.470505
624-GaSb-M_i_B-La-POSCAR0.cif,6.770273,6.397264
1425-CdS-M_i_neut-Nb-POSCAR17.cif,5.023124,4.952125
93-BP-B_P-POSCAR2-Neutral.cif,2.507587,2.598949
65-ZnSe-M_i_A-Cl-POSCAR1.cif,5.089457,5.033743
137-AlP-Al_i_neut-POSCAR21-Neutral.cif,4.535366,4.441014
1211-CdS-M_A-Os-POSCAR0.cif,5.538698,5.028622
1421-CdS-M_i_neut-Cu-POSCAR5.cif,2.438684,2.338492
1110-CdSe-M_i_neut-Sr-POSCAR23.cif,3.721568,3.601091
626-GaSb-M_i_neut-Se-POSCAR4.cif,3.704028,3.633628
844-SiSn-M_i_B-In-POSCAR6.cif,3.942059,3.814628
967-CdSe-M_B-Cr-POSCAR0.cif,3.949033,3.94338
292-SiGe-Si_i_neut-POSCAR7-Neutral.cif,3.858951,3.674831
750-SiC-M_i_neut-Zn-POSCAR6.cif,8.047201,7.908234
105-CdO-M_A-B-POSCAR0.cif,12.480803,10.890512
806-SiGe-M_A-In-POSCAR1.cif,0.847793,0.342598
1289-CdS-M_i_A-Pb-POSCAR5.cif,3.526494,3.53336
122-AlN-V_N-POSCAR3-Neutral.cif,2.887244,2.249124
1391-CdS-M_i_neut-Sr-POSCAR11.cif,4.553751,4.448838
1181-CdS-M_A-Sb-POSCAR3.cif,2.774179,2.749785
27-ZnSe-Zn_i_neut-POSCAR30-Neutral.cif,2.774158,2.69409
575-AlAs-M_i_neut-Sr-POSCAR26.cif,4.732163,4.546519
219-CdTe-M_A-Se-POSCAR0.cif,4.435184,4.284883
179-CdSe-M_i_B-Cl-POSCAR5.cif,4.223357,4.124366
110-CdO-M_B-Te-POSCAR1.cif,1.995296,1.837233
1387-CdS-M_i_neut-Rb-POSCAR26.cif,3.675846,3.601259
902-CdSe-M_A-F-POSCAR6.cif,6.1277,6.292953
406-CdTe-M_i_B-O-POSCAR0.cif,4.948462,5.003096
776-GeC-M_i_neut-Mn-POSCAR10.cif,3.717834,3.561638
838-SiSn-M_i_A-Ni-POSCAR0.cif,0.181761,-0.342487
171-GaP-V_Ga-POSCAR0-Neutral.cif,4.511716,3.032483
117-BSb-B_i_neut-POSCAR19-Neutral.cif,6.266727,6.246766
610-GaAs-M_B-N-POSCAR4.cif,-2.867225,-4.21209
99-ZnTe-M_i_neut-Pt-POSCAR4.cif,2.913371,2.814512
57-CdS-Cd_i_neut-POSCAR19-Neutral.cif,2.654891,2.969333
101-CdO-M_A-Ru-POSCAR3.cif,2.907135,2.764204
9-ZnO-O_i_B-POSCAR9-Neutral.cif,6.64,6.398803
817-SiGe-M_i_B-C-POSCAR5.cif,6.944368,6.77053
1355-CdS-M_i_B-F-POSCAR1.cif,3.970864,3.998274
473-CdTe-M_i_neut-F-POSCAR28.cif,2.971734,2.9406
194-GaSb-Sb_Ga-POSCAR4-Neutral.cif,1.985129,2.057807
343-CdTe-M_i_A-O-POSCAR3.cif,4.652056,4.656153
35-ZnTe-Zn_i_A-POSCAR4-Neutral.cif,1.52,1.601184
545-BSb-M_i_neut-Cl-POSCAR3.cif,8.763031,9.054892
510-BN-M_B-Li-POSCAR34.cif,10.730586,10.29032
257-SiC-C_i_A-POSCAR11-Neutral.cif,9.982699,9.957272
108-CdO-M_B-Sc-POSCAR20.cif,9.682254,9.834792
655-InAs-M_i_neut-Ba-POSCAR10.cif,3.057605,3.027189
461-CdTe-M_i_neut-Ge-POSCAR12.cif,3.016639,2.932396
971-CdSe-M_B-Ni-POSCAR1.cif,4.360758,4.192677
104-BAs-As_B-POSCAR4-Neutral.cif,3.75225,3.31171
850-SiSn-M_i_neut-Sc-POSCAR6.cif,2.643356,2.654401
644-InP-M_i_B-Cu-POSCAR5.cif,0.520766,0.389097
1410-CdS-M_i_neut-Cl-POSCAR88.cif,3.99725,3.904955
451-CdTe-M_i_neut-Ca-POSCAR56.cif,3.44478,3.376117
610-GaAs-M_B-N-POSCAR1.cif,-2.003066,-2.977197
1411-CdS-M_i_neut-Br-POSCAR27.cif,4.41939,4.292068
170-GaN-N_i_neut-POSCAR8-Neutral.cif,8.23889,8.151296
275-SnC-C_Sn-POSCAR9-Neutral.cif,3.947961,4.37586
1042-CdSe-M_i_A-Re-POSCAR1.cif,6.554884,6.599852
1094-CdSe-M_i_B-Hf-POSCAR24.cif,3.404713,3.237453
141-CdS-M_i_A-Sn-POSCAR0.cif,4.205977,3.982675
320-CdTe-M_i_A-K-POSCAR6.cif,1.499754,1.43853
784-SnC-M_B-Re-POSCAR3.cif,8.712362,8.96936
22-ZnO-M_i_neut-Hf-POSCAR13.cif,8.622511,8.6765
139-AlP-P_i_B-POSCAR0-Neutral.cif,6.703024,6.491333
279-SnC-C_i_neut-POSCAR6-Neutral.cif,5.891995,6.001589
1242-CdS-M_B-Te-POSCAR2.cif,0.47642,0.293286
602-GaP-M_i_A-Ba-POSCAR4.cif,8.190295,8.583411
22-ZnSe-Se_Zn-POSCAR18-Neutral.cif,6.37478,6.359609
510-BN-M_B-Li-POSCAR10.cif,11.738276,10.889786
1117-CdSe-M_i_neut-C-POSCAR7.cif,6.943336,6.98292
636-InN-M_i_neut-Be-POSCAR5.cif,0.433169,0.056399
1387-CdS-M_i_neut-Rb-POSCAR5.cif,3.623179,3.530426
1396-CdS-M_i_neut-Tl-POSCAR31.cif,3.550574,3.464017
263-GeC-V_Ge-POSCAR69-Neutral.cif,5.090949,5.738168
162-GaN-V_N-POSCAR3-Neutral.cif,2.682141,2.247847
245-Si-Si_i_A-POSCAR2-Neutral.cif,3.908938,3.860631
35-Cd_Te0.375_Se0.625-Te_Cd-POSCAR2-Neutral.cif,4.4,4.248515
635-InN-M_i_neut-In-POSCAR6.cif,5.549353,5.33531
215-InP-In_i_A-POSCAR6-Neutral.cif,3.199836,3.169027
1033-CdSe-M_i_A-Tc-POSCAR5.cif,4.912683,4.810693
208-InN-N_i_A-POSCAR3-Neutral.cif,5.737701,5.501851
810-SiGe-M_B-Pt-POSCAR1.cif,1.411425,1.14868
279-SnC-C_i_neut-POSCAR3-Neutral.cif,5.936982,6.663975
1406-CdS-M_i_neut-O-POSCAR5.cif,4.420189,4.409149
462-CdTe-M_i_neut-Sn-POSCAR10.cif,3.276503,3.205723
216-InP-In_i_B-POSCAR1-Neutral.cif,3.450333,3.310519
1169-CdS-M_A-B-POSCAR7.cif,3.844648,3.719405
69-ZnSe-M_i_B-Pd-POSCAR2.cif,3.032631,2.956596
7-ZnO-M_B-Ge-POSCAR2.cif,3.638267,3.34377
594-GaN-M_i_B-Co-POSCAR1.cif,7.022593,6.770768
1428-CdS-M_i_neut-Ru-POSCAR11.cif,4.069477,3.971253
30-Cd_Te0.375_Se0.625-Cd_i-POSCAR9-Neutral.cif,1.86,1.835324
187-GaAs-Ga_i_neut-POSCAR28-Neutral.cif,3.538022,3.466997
152-CdS-M_i_neut-Pt-POSCAR5.cif,3.034747,2.928284
1322-CdS-M_i_A-W-POSCAR6.cif,6.727609,6.719417
826-SiGe-M_i_neut-Pd-POSCAR7.cif,1.909148,1.873219
1218-CdS-M_B-Rb-POSCAR5.cif,3.933032,3.74262
266-GeC-Ge_C-POSCAR1-Neutral.cif,5.520961,3.623499
545-BSb-M_i_neut-Cl-POSCAR2.cif,9.27414,9.579896
21-ZnO-M_i_neut-F-POSCAR37.cif,5.292645,5.30269
494-CdTe-M_i_neut-Pd-POSCAR2.cif,1.633031,1.55538
412-CdTe-M_i_B-Br-POSCAR3.cif,3.650896,3.597928
1093-CdSe-M_i_B-Ag-POSCAR0.cif,1.938524,1.81631
1411-CdS-M_i_neut-Br-POSCAR45.cif,4.436781,4.359365
19-ZnS-S_i_B-POSCAR0-Neutral.cif,7.247586,7.097311
313-CdTe-M_B-Os-POSCAR1.cif,5.78034,5.471153
596-GaN-M_i_neut-Cd-POSCAR15.cif,9.779846,9.60932
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR10-Neutral.cif,1.72,1.708832
555-AlN-M_i_neut-Si-POSCAR5.cif,11.48345,11.419734
358-CdTe-M_i_A-Ni-POSCAR2.cif,0.828405,0.650224
793-SnC-M_i_B-Si-POSCAR13.cif,9.39255,9.410469
951-CdSe-M_B-N-POSCAR27.cif,2.271162,2.174428
1108-CdSe-M_i_neut-Be-POSCAR4.cif,2.510295,2.363108
839-SiSn-M_i_A-Zn-POSCAR3.cif,1.50604,1.496764
254-SiC-V_C-POSCAR4-Neutral.cif,4.47,4.627635
934-CdSe-M_B-Li-POSCAR2.cif,3.725267,3.705297
951-CdSe-M_B-N-POSCAR8.cif,6.836695,6.99443
455-CdTe-M_i_neut-Al-POSCAR7.cif,3.008794,2.9652
168-CdSe-M_B-Hf-POSCAR4.cif,7.048583,6.695989
1359-CdS-M_i_B-Sc-POSCAR7.cif,4.239706,3.943644
168-GaN-N_i_A-POSCAR2-Neutral.cif,8.395164,8.351812
109-BAs-As_i_B-POSCAR3-Neutral.cif,11.273586,11.012867
1388-CdS-M_i_neut-Be-POSCAR2.cif,3.79788,3.668223
1143-CdSe-M_i_neut-Nb-POSCAR21.cif,4.302882,4.25276
72-ZnSe-M_i_neut-Cs-POSCAR3.cif,5.969073,6.010341
410-CdTe-M_i_B-F-POSCAR2.cif,2.898782,2.711365
343-CdTe-M_i_A-O-POSCAR15.cif,4.213925,3.966951
1351-CdS-M_i_B-Sb-POSCAR7.cif,5.173413,5.036968
383-CdTe-M_i_B-K-POSCAR0.cif,2.676835,2.546235
456-CdTe-M_i_neut-Ga-POSCAR13.cif,2.407855,2.370919
1461-AlSb-M_i_A-Cl-POSCAR3.cif,3.208043,3.26714
1131-CdSe-M_i_neut-Br-POSCAR62.cif,3.626963,3.5484
458-CdTe-M_i_neut-Tl-POSCAR34.cif,2.586927,2.536531
862-GeSn-M_i_A-Au-POSCAR0.cif,1.958549,2.148422
968-CdSe-M_B-Mn-POSCAR4.cif,3.539391,3.501185
588-GaN-M_A-Tl-POSCAR0.cif,7.041645,4.69587
978-CdSe-M_B-Tc-POSCAR0.cif,6.536698,6.343687
633-InN-M_i_B-Zr-POSCAR3.cif,2.506074,2.491678
173-CdSe-M_i_A-F-POSCAR4.cif,2.606468,2.196154
164-CdSe-M_A-Se-POSCAR3.cif,4.914337,4.937492
178-CdSe-M_i_B-B-POSCAR0.cif,5.156257,5.128878
1445-CdSe-M_i_neut-Li-POSCAR48.cif,0.788528,0.695063
278-SnC-C_i_B-POSCAR21-Neutral.cif,5.891791,6.0199
170-GaN-N_i_neut-POSCAR13-Neutral.cif,8.071326,7.931817
1012-CdSe-M_i_A-As-POSCAR2.cif,4.169317,4.057254
287-CdTe-M_B-I-POSCAR3.cif,0.783167,0.646684
1131-CdSe-M_i_neut-Br-POSCAR33.cif,3.622502,3.537497
792-SnC-M_i_B-C-POSCAR9.cif,7.345267,7.249136
18-ZnO-M_i_B-W-POSCAR34.cif,8.693685,8.610837
1368-CdS-M_i_B-Y-POSCAR1.cif,4.720476,4.526074
66-Cd_Te0.750_Se0.250-Se_Cd-POSCAR11-Neutral.cif,5.11,5.090617
1106-CdSe-M_i_neut-Rb-POSCAR62.cif,3.062366,2.975901
1219-CdS-M_B-Cs-POSCAR6.cif,3.533494,3.414052
1217-CdS-M_B-K-POSCAR1.cif,4.410514,4.050714
266-CdTe-M_B-Al-POSCAR4.cif,2.59605,2.49606
809-SiGe-M_B-I-POSCAR0.cif,6.730621,5.796401
1123-CdSe-M_i_neut-As-POSCAR1.cif,3.944563,3.861044
792-SnC-M_i_B-C-POSCAR13.cif,7.365274,7.466613
459-CdTe-M_i_neut-C-POSCAR44.cif,6.661165,6.685124
851-SiSn-M_i_neut-Ru-POSCAR5.cif,3.58608,3.530236
604-GaP-M_i_B-Cd-POSCAR0.cif,5.479278,5.205023
484-CdTe-M_i_neut-Ni-POSCAR5.cif,-0.085573,-0.258134
225-InAs-In_i_A-POSCAR6-Neutral.cif,2.167022,2.072892
70-ZnSe-M_i_B-Bi-POSCAR1.cif,6.287156,6.024897
195-GaSb-Ga_i_A-POSCAR5-Neutral.cif,1.33,1.252404
73-Cd_Te0.875_Se0.125-Cd_Te-POSCAR20-Neutral.cif,1.85,1.825027
958-CdSe-M_B-Se-POSCAR1.cif,0.901114,0.763956
296-CdTe-M_B-Cu-POSCAR4.cif,1.544244,1.441236
102-CdO-M_A-Rh-POSCAR1.cif,3.044262,2.778201
145-AlAs-Al_i_A-POSCAR0-Neutral.cif,3.874537,3.607569
59-ZnSe-M_B-Tl-POSCAR4.cif,2.630812,2.66421
1430-CdS-M_i_neut-Pd-POSCAR14.cif,2.332522,2.312182
1218-CdS-M_B-Rb-POSCAR11.cif,3.893912,3.731433
1106-CdSe-M_i_neut-Rb-POSCAR38.cif,3.076673,3.032044
233-InSb-In_Sb-POSCAR2-Neutral.cif,1.11,1.648131
1402-CdS-M_i_neut-N-POSCAR2.cif,5.403931,5.4613
108-BAs-As_i_A-POSCAR2-Neutral.cif,10.256324,10.312467
54-CdS-Cd_S-POSCAR0-Neutral.cif,2.574841,2.578553
26-ZnSe-Zn_i_B-POSCAR4-Neutral.cif,2.569196,2.423663
528-BAs-M_A-Hf-POSCAR5.cif,7.677911,7.611991
1014-CdSe-M_i_A-O-POSCAR4.cif,4.515213,4.328396
103-CdO-M_A-Ir-POSCAR25.cif,3.593673,3.722729
121-CdO-M_i_neut-Co-POSCAR7.cif,2.684321,2.553835
1411-CdS-M_i_neut-Br-POSCAR3.cif,4.586165,4.423724
335-CdTe-M_i_A-Ge-POSCAR3.cif,3.099243,3.080615
826-SiGe-M_i_neut-Pd-POSCAR18.cif,1.775584,1.751523
759-GeC-M_B-Nb-POSCAR5.cif,10.681226,10.834716
24-ZnO-M_i_neut-Nb-POSCAR7.cif,8.125798,8.166634
1106-CdSe-M_i_neut-Rb-POSCAR3.cif,3.136333,3.096341
451-CdTe-M_i_neut-Ca-POSCAR3.cif,3.728443,3.546117
165-CdSe-M_B-Os-POSCAR5.cif,5.89601,5.845976
645-InP-M_i_neut-Ir-POSCAR3.cif,4.018752,3.779801
211-InP-V_In-POSCAR5-Neutral.cif,4.343001,4.530275
64-Cd_Te0.750_Se0.250-Cd_Se-POSCAR3-Neutral.cif,1.11,1.162673
49-Cd_Te0.625_Se0.375-V_Se-POSCAR1-Neutral.cif,2.16,2.270171
313-CdTe-M_B-Os-POSCAR4.cif,5.714607,5.423079
304-GeSn-V_Sn-POSCAR12-Neutral.cif,2.453992,2.394633
37-ZnS-M_i_A-Ta-POSCAR10.cif,6.497393,6.344947
158-CdS-M_i_neut-S-POSCAR7.cif,5.29258,4.937952
609-GaAs-M_B-La-POSCAR3.cif,6.736014,6.647813
28-Cd_Te0.375_Se0.625-V_Te-POSCAR9-Neutral.cif,1.65,1.596049
524-BP-M_i_B-Ta-POSCAR11.cif,10.966892,10.835913
1293-CdS-M_i_A-Sb-POSCAR3.cif,5.116007,5.142359
1433-CdS-M_i_neut-Hf-POSCAR13.cif,3.469218,3.344368
824-SiGe-M_i_neut-Hg-POSCAR0.cif,7.503551,7.250257
187-CdSe-M_i_neut-Ni-POSCAR3.cif,0.186669,-0.175776
475-CdTe-M_i_neut-Br-POSCAR23.cif,2.989068,2.92706
1130-CdSe-M_i_neut-Cl-POSCAR62.cif,3.095808,3.013007
1210-CdS-M_A-Re-POSCAR7.cif,4.026208,3.878021
72-ZnSe-M_i_neut-Cs-POSCAR8.cif,5.83544,5.795384
244-CdTe-M_A-Cd-POSCAR0.cif,0,0.022728
758-GeC-M_B-Li-POSCAR11.cif,9.947601,9.996184
1122-CdSe-M_i_neut-N-POSCAR19.cif,5.136902,4.816624
495-CdTe-M_i_neut-Ag-POSCAR4.cif,1.691426,1.689622
292-SiGe-Si_i_neut-POSCAR3-Neutral.cif,3.89886,3.719396
1409-CdS-M_i_neut-F-POSCAR68.cif,2.044919,1.88794
1196-CdS-M_A-Zn-POSCAR2.cif,0.385114,0.00636
443-CdTe-M_i_B-Hg-POSCAR8.cif,1.630358,1.61035
633-InN-M_i_B-Zr-POSCAR4.cif,2.484967,2.32591
190-CdSe-M_i_neut-Cd-POSCAR2.cif,2.135426,1.989747
937-CdSe-M_B-Rb-POSCAR2.cif,3.431255,3.344304
719-Sn-M_i_A-Ca-POSCAR0.cif,1.860414,1.603039
499-CdTe-M_i_neut-Ta-POSCAR6.cif,5.585594,5.510109
848-SiSn-M_i_neut-K-POSCAR15.cif,4.865366,4.855604
1396-CdS-M_i_neut-Tl-POSCAR10.cif,3.560528,3.424925
565-AlP-M_i_neut-Pb-POSCAR13.cif,7.057224,6.992762
149-AlAs-As_i_B-POSCAR7-Neutral.cif,5.7,5.644619
278-SnC-C_i_B-POSCAR9-Neutral.cif,5.994596,6.27428
1005-CdSe-M_i_A-C-POSCAR6.cif,7.066941,7.049471
227-InAs-In_i_neut-POSCAR44-Neutral.cif,3.079122,2.979414
781-SnC-M_A-Be-POSCAR2.cif,3.296349,2.849059
284-CdTe-M_B-F-POSCAR3.cif,2.203226,2.185792
585-AlSb-M_i_neut-Na-POSCAR13.cif,3.878774,3.85175
799-SnC-M_i_neut-S-POSCAR1.cif,11.225309,10.560701
64-Cd_Te0.750_Se0.250-Cd_Se-POSCAR1-Neutral.cif,1.14,1.031596
304-GeSn-V_Sn-POSCAR15-Neutral.cif,2.490815,2.421641
1113-CdSe-M_i_neut-Al-POSCAR15.cif,3.000124,2.852749
1410-CdS-M_i_neut-Cl-POSCAR29.cif,4.000278,3.911978
117-BSb-B_i_neut-POSCAR21-Neutral.cif,5.760978,5.639149
717-Sn-M_i_A-Si-POSCAR0.cif,2.514016,2.18944
526-BP-M_i_neut-Pt-POSCAR17.cif,6.992077,6.806828
1134-CdSe-M_i_neut-Ti-POSCAR8.cif,3.35118,3.361943
259-SiC-C_i_neut-POSCAR1-Neutral.cif,10.139622,9.767164
339-CdTe-M_i_A-P-POSCAR1.cif,3.656517,3.584991
1436-CdS-M_i_neut-Re-POSCAR15.cif,6.222688,6.045002
687-Si-M_i_A-Pb-POSCAR3.cif,6.114932,5.980412
1012-CdSe-M_i_A-As-POSCAR1.cif,4.293009,4.195311
1424-CdS-M_i_neut-Zr-POSCAR9.cif,4.820255,4.693093
858-GeSn-M_B-N-POSCAR5.cif,-1.760521,-2.372744
85-ZnTe-M_B-N-POSCAR21.cif,-2.113927,-2.746634
1234-CdS-M_B-Pb-POSCAR3.cif,2.67361,2.494818
449-CdTe-M_i_neut-Be-POSCAR22.cif,3.380045,3.308619
729-SiC-M_A-Rb-POSCAR4.cif,10.958928,9.409257
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR9-Neutral.cif,1.74,1.750516
496-CdTe-M_i_neut-Cd-POSCAR51.cif,2.184628,2.124688
1413-CdS-M_i_neut-Sc-POSCAR20.cif,4.067737,4.027053
1107-CdSe-M_i_neut-Cs-POSCAR0.cif,5.986877,5.951283
302-SiSn-Si_i_neut-POSCAR8-Neutral.cif,3.066905,3.020557
112-CdO-M_i_A-Ta-POSCAR4.cif,8.248368,8.104919
1011-CdSe-M_i_A-P-POSCAR5.cif,4.126418,3.933536
167-CdSe-M_B-Si-POSCAR3.cif,2.9154,2.822595
247-Ge-V_Ge-POSCAR4-Neutral.cif,2.281827,2.398619
90-BN-N_i_neut-POSCAR6-Neutral.cif,11.363805,9.979809
27-ZnSe-Zn_i_neut-POSCAR25-Neutral.cif,2.772029,2.701817
393-CdTe-M_i_B-Ga-POSCAR4.cif,1.742009,1.646105
1112-CdSe-M_i_neut-B-POSCAR5.cif,5.34571,5.271244
1439-CdS-M_i_neut-Au-POSCAR5.cif,3.471672,3.402275
1050-CdSe-M_i_B-Rb-POSCAR3.cif,2.610999,2.598114
50-ZnS-M_i_neut-Zr-POSCAR17.cif,6.59374,6.490015
296-SiSn-Si_Sn-POSCAR3-Neutral.cif,0.545601,0.494313
904-CdSe-M_A-Br-POSCAR2.cif,5.233399,5.262926
1115-CdSe-M_i_neut-In-POSCAR13.cif,3.355674,3.23001
1426-CdS-M_i_neut-Mo-POSCAR17.cif,4.881536,4.727015
34-ZnS-M_B-Si-POSCAR2.cif,2.524428,2.674423
1408-CdS-M_i_neut-Te-POSCAR5.cif,5.394643,5.340507
1161-CdS-M_A-K-POSCAR0.cif,3.535505,3.292295
57-CdS-Cd_i_neut-POSCAR4-Neutral.cif,2.638312,2.90894
75-ZnSe-M_i_neut-La-POSCAR2.cif,6.282117,6.266225
1108-CdSe-M_i_neut-Be-POSCAR5.cif,2.461653,2.334117
121-CdO-M_i_neut-Co-POSCAR9.cif,2.661148,2.531762
40-ZnTe-Te_i_neut-POSCAR32-Neutral.cif,5.2,5.145397
969-CdSe-M_B-Fe-POSCAR0.cif,4.227437,3.911194
124-CdO-M_i_neut-O-POSCAR29.cif,5.194366,5.087108
1333-CdS-M_i_B-Be-POSCAR9.cif,2.81392,2.697324
11-Cd_Te0.125_Se0.875-Te_i-POSCAR8-Neutral.cif,8.21,8.561399
941-CdSe-M_B-Sr-POSCAR4.cif,5.708934,5.715806
103-CdO-M_A-Ir-POSCAR2.cif,3.678262,3.667568
248-Ge-Ge_i_A-POSCAR1-Neutral.cif,3.317534,3.173469
185-CdSe-M_i_neut-Ag-POSCAR51.cif,1.629269,1.512157
498-CdTe-M_i_neut-Hf-POSCAR8.cif,4.492588,4.409944
309-GeSn-Sn_i_neut-POSCAR22-Neutral.cif,3.152211,3.003036
874-GeSn-M_i_neut-Tl-POSCAR0.cif,5.767831,5.873741
799-SnC-M_i_neut-S-POSCAR0.cif,12.719755,9.418972
28-ZnS-M_A-Cd-POSCAR1.cif,0.988299,1.163738
1014-CdSe-M_i_A-O-POSCAR13.cif,4.002636,3.949031
1461-AlSb-M_i_A-Cl-POSCAR2.cif,3.243878,3.297246
25-ZnO-M_i_neut-Tc-POSCAR14.cif,7.394801,7.389771
1013-CdSe-M_i_A-Sb-POSCAR2.cif,4.305169,4.143443
108-CdO-M_B-Sc-POSCAR2.cif,10.369691,9.698284
57-Cd_Te0.750_Se0.250-V_Cd-POSCAR0-Neutral.cif,2.6,2.540788
636-InN-M_i_neut-Be-POSCAR9.cif,0.240681,-0.153594
39-Cd_Te0.500_Se0.500-V_Se-POSCAR2-Neutral.cif,1.64,1.592039
550-AlN-M_B-P-POSCAR4.cif,2.721245,2.376978
1131-CdSe-M_i_neut-Br-POSCAR38.cif,3.629935,3.557959
1205-CdS-M_A-Cd-POSCAR3.cif,0.005601,-0.365926
768-GeC-M_i_B-Ru-POSCAR1.cif,10.569085,9.443346
723-Sn-M_i_neut-Sn-POSCAR6.cif,2.446949,2.359806
125-CdO-M_i_neut-In-POSCAR9.cif,3.682871,3.53676
29-Cd_Te0.375_Se0.625-V_Se-POSCAR5-Neutral.cif,2.75,2.835072
1386-CdS-M_i_neut-K-POSCAR28.cif,2.97193,2.887861
1332-CdS-M_i_B-Cs-POSCAR4.cif,4.519399,4.424924
1109-CdSe-M_i_neut-Mg-POSCAR1.cif,2.514778,2.414658
299-SiSn-Sn_i_neut-POSCAR41-Neutral.cif,3.446452,3.343001
73-ZnSe-M_i_neut-F-POSCAR0.cif,3.864331,3.977139
465-CdTe-M_i_neut-P-POSCAR9.cif,3.498249,3.430606
473-CdTe-M_i_neut-F-POSCAR3.cif,2.718826,2.611418
1106-CdSe-M_i_neut-Rb-POSCAR56.cif,3.065066,2.99298
1111-CdSe-M_i_neut-Ba-POSCAR0.cif,5.96666,5.720673
1204-CdS-M_A-Ag-POSCAR4.cif,2.575828,2.560239
